Key	A4_metagenome	F3_metagenome	C4_metagenome	A5_metagenome	G2_metagenome	E5_metagenome	C5_metagenome	D5_metagenome	E1_metagenome	G1_metagenome	C2_metagenome	E2_metagenome	F2_metagenome	H2_metagenome	D3_metagenome	B4_metagenome	D4_metagenome	E4_metagenome	H4_metagenome	B5_metagenome	E1_16s	G1_16s	C2_16s	E2_16s	F2_16s	G2_16s	H2_16s	D3_16s	F3_16s	A4_16s	B4_16s	C4_16s	D4_16s	E4_16s	H4_16s	A5_16s	B5_16s	C5_16s	D5_16s	E5_16s
Rummeliibacillus	10	0	18	18	16	12	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Runella	42	10	105	76	83	51	40	32	20	25	36	58	33	50	34	43	34	54	26	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saccharibacillus	21	0	36	21	31	15	17	26	0	21	15	10	10	0	13	0	13	0	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saccharimonas	0	0	23	19	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saccharopolyspora	16	0	59	17	23	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saccharothrix	0	0	45	14	32	23	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salegentibacter	0	0	16	12	17	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salimicrobium	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinibacter_ruber	0	0	13	13	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinispora	54	48	227	196	108	91	57	93	31	43	72	39	36	15	105	47	0	63	40	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinivibrio	0	0	13	0	0	0	0	0	0	0	0	0	0	0	16	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinivirga	13	0	22	152	15	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salipiger	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saliterribacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmonella	660	71	1158	901	1662	811	898	654	168	370	524	367	225	321	494	369	332	697	250	331	0	487	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sandaracinus	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcina	23	0	57	34	39	25	19	10	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Savagea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	28	0	0	21	0	0
Schaalia	28	0	24	0	0	0	0	0	0	0	0	0	0	16	18	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schlegelella	11	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schnuerera	18	0	31	15	17	16	0	17	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scytonema_sp._HK-05	0	0	23	14	26	16	11	18	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scytonema_sp._NIES-4073	0	0	27	43	89	26	23	0	35	0	46	29	0	25	19	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sebaldella	14	0	31	31	39	15	24	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
secondary_endosymbiont_of_Heteropsylla_cubana	0	0	14	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sedimentibacter	12	0	21	18	18	15	20	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sediminibacillus	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sediminibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas	0	0	11	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	118	145	22	0	0	0	0	0	0	0	0	0	0	0	0
Sellimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seonamhaeicola	12	0	24	19	12	18	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpentinicella	300	50	383	520	200	529	277	418	17	0	16	11	0	12	18	0	20	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia	95	0	170	122	142	100	102	72	0	17	0	16	0	0	0	26	21	34	25	0	21	325	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	26
Shewanella	57	0	196	68	103	53	39	63	0	15	13	39	14	16	40	63	19	65	33	16	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shigella	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shimwellia	0	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shinella	0	0	18	0	28	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siansivirga	0	0	15	20	13	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sideroxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
Silvanigrella	15	0	28	22	21	13	22	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Simkania	11	0	22	12	18	13	12	11	0	0	16	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Simonsiella	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Simplicispira	0	0	14	16	13	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinorhizobium	0	0	94	28	47	0	20	0	0	0	0	0	0	22	0	22	17	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skermanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	40	0	0	18	0	0	34	0	23	0	0	0	0
Sneathia	11	0	13	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snodgrassella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sodaliphilus	0	0	24	0	15	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sodalis	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	235	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solibacillus	0	0	11	13	16	22	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solimonas	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solitalea	0	0	17	14	0	14	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorangium	47	10	141	79	100	78	75	63	16	18	47	32	32	21	44	47	25	55	15	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spartinivicinus	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerochaeta	0	0	26	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerospermopsis_kisseleviana	13	0	19	0	22	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerotilus_natans	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium	75	0	250	168	208	92	105	105	0	0	0	0	0	0	0	28	25	32	19	23	0	0	29	0	0	0	0	0	28	0	0	0	0	0	25	0	0	12	0	0
Sphingobium	0	80	44	0	0	0	43	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	27	269	0	18	0	0	0	0	0	0	0	0	0
Sphingomonas	120	210	183	57	95	139	102	67	0	0	0	0	0	0	0	0	0	0	0	0	82	0	84	183	45	0	116	218	1835	25	78	0	35	55	164	0	0	43	0	55
Sphingopyxis	0	0	86	0	70	34	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0
Sphingorhabdus	18	0	11	15	17	16	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingosinicella	0	0	15	12	0	0	11	0	0	0	0	0	0	11	0	21	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spirochaeta	29	0	46	32	42	18	20	21	12	15	12	19	19	0	0	12	13	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spiroplasma	102	0	358	296	362	96	140	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spirosoma	49	0	191	180	158	61	96	47	0	22	38	48	42	31	57	49	62	72	34	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporolactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporosarcina	25	0	78	52	49	24	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stanieria_cyanosphaera	75	19	110	117	129	74	58	49	32	46	19	0	0	0	22	21	0	25	20	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stanieria_sp._NIES-3757	0	0	14	18	23	11	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus	8946	2632	16371	16182	15313	12567	12577	9144	6744	7000	7127	7991	8152	7071	7447	7774	6319	10146	6264	5151	1182	117	106	294	105	96	456	778	362	157	778	51	77	134	627	343	77	93	0	83
Staphylospora	0	0	16	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stappia	0	0	26	0	14	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stenotrophomonas	166	80	387	240	325	253	201	211	62	31	100	0	63	0	32	95	0	121	0	0	0	0	0	0	0	0	0	0	108	0	0	0	15	0	25	0	0	19	0	0
Steroidobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6537	0	0	0	6961	0	145	0	0	0	0	130	0	0	0	0	0	14	65
Stieleria	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stigmatella	0	0	0	11	12	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stomatobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	35	0	43	0	0	49	0	0	0	0
Streptacidiphilus	0	0	44	0	30	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptobacillus	17	0	29	23	34	22	19	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	956	266	2812	2245	2406	1332	1623	1067	850	841	965	921	1187	1023	1248	1518	789	1094	797	649	687	222	381	339	44	188	1432	2231	2801	1139	3031	1829	45	513	2303	1945	132	1260	193	561
Streptomonospora	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces	1377	306	3922	2260	2326	1991	2304	2172	215	230	386	326	432	294	306	501	379	579	261	280	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
Streptosporangium	33	12	61	26	75	27	44	48	21	13	17	0	0	12	26	30	12	42	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Subdoligranulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Succinatimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Succiniclasticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	16
Succinivibrio	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suicoccus	0	0	0	21	15	0	0	0	14	0	0	18	17	0	0	0	15	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfitobacter	0	0	16	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurihydrogenibium	20	0	53	37	37	26	24	30	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurimonas	59	0	199	143	150	99	92	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	52	0	0	30	0	0	55	0	17	68	0	0	26	0	0	0
Sulfurospirillum	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurovum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	49	0	0	0	0	0	59	0	0	54	0	0	0	0	0	0
Sumerlaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
Sutcliffiella	0	0	24	0	17	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1215	0	0	0	1371	0	169	0	0	0	0	0	0	0	0	0	0	19	28
Sva0996_marine_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SWB02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus_elongatus	0	0	0	11	0	0	0	0	0	0	0	0	0	15	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus_sp._BIOS-E4-1	0	0	14	14	0	0	10	0	0	0	0	0	0	0	0	19	14	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus_sp._Minos11	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus_sp._NIES-970	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus_sp._PCC_7002	0	0	39	48	58	0	32	0	0	0	23	43	28	38	0	0	28	41	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus_sp._PCC_7003	25	0	16	13	30	14	11	0	0	0	0	0	16	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus_sp._PROS-U-1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus_sp._RS9909	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus_sp._WH_8109	0	0	16	14	30	26	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophobacter	0	0	13	0	16	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taibaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tamlana	0	0	38	0	24	16	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tannerella	12	0	26	19	21	25	11	13	0	0	0	0	0	0	0	10	0	0	0	0	32	63	0	0	0	38	0	0	0	42	40	0	13	15	0	0	0	0	0	0
Tenacibaculum	100	0	208	194	185	95	104	83	12	0	10	34	12	0	19	19	14	19	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tenuibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tenuifilum	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidanaerobacter	0	0	15	10	11	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepiditoga	106	24	178	167	177	99	103	103	45	58	51	45	23	24	34	31	17	26	45	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terasakiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetragenococcus	0	0	0	23	14	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassospira	0	0	16	0	21	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassotalea	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermaerobacter	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermanaeromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoanaerobacter	0	0	0	0	40	0	27	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoanaerobacterium	54	0	122	82	66	59	40	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoanaerosceptrum	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermobispora	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoclostridium	0	0	0	19	38	15	12	11	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfatator	0	0	25	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfobacterium	0	0	13	10	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfobium	0	0	11	12	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfovibrio	0	0	17	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoleptolyngbya_sp._PKUAC-SCTB121	25	0	29	42	38	27	33	24	0	0	13	45	37	43	0	26	48	38	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermomonas	11	0	20	26	12	0	0	13	0	0	0	27	11	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermomonospora	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosipho	0	0	26	27	27	14	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosynechococcus_elongatus	21	11	56	32	39	39	27	32	27	14	21	32	36	21	21	21	22	39	11	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermotoga	689	188	1224	1187	1310	807	730	672	602	644	593	1017	872	817	726	773	1001	1089	570	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermotomaculum	0	0	16	10	14	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermus	0	0	59	27	16	11	0	11	0	0	10	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thioclava	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiomicrorhabdus	15	0	16	11	11	12	12	0	11	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiomonas_intermedia	0	0	56	19	15	0	24	20	14	0	0	24	0	0	0	23	18	37	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiospirochaeta	20	0	29	53	34	25	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiosulfativibrio	0	0	16	15	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiothrix	0	0	20	16	27	0	34	20	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thorsellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Tissierella	21	0	28	26	35	19	25	12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tistrella	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tolypothrix_sp._PCC_7910	26	0	23	21	28	0	36	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema	56	0	205	156	141	82	67	40	10	10	15	15	17	16	18	18	15	25	12	11	0	0	0	69	0	0	260	0	0	12	131	0	0	121	22	74	15	0	15	0
